,rating_id,token,stimuli_id,source_id,media_a_id,source_a,created_at,source_name_vote,reversed,source_position_vote,observer_id,playlist_id,src_name,src_name_bis,nickname
12,834596,f2z4wgwi,17672,8406,94069,tubes/5_videoSRC037_patch833_qp27_lvl2_qp45_lvl4_reversed.mp4,1648479591,0,True,1,observer35147,464,videoSRC037_patch833,,coat sewing
13,834597,f2z4wgwi,17675,8406,94077,tubes/5_videoSRC037_patch833_qp39_lvl3_qp49_lvl5_reversed.mp4,1648479598,0,True,1,observer35147,464,videoSRC037_patch833,,coat sewing
14,834598,f2z4wgwi,17676,8406,94073,tubes/5_videoSRC037_patch833_qp27_lvl2_qp53_lvl6_reversed.mp4,1648479606,0,True,1,observer35147,464,videoSRC037_patch833,,coat sewing
15,834599,f2z4wgwi,17670,8405,94037,tubes/5_videoSRC036_patch2646_qp27_lvl2_qp43_lvl3_reversed.mp4,1648479613,0,True,1,observer35147,464,videoSRC036_patch2646,,blurry
16,834600,f2z4wgwi,17671,8405,94040,tubes/5_videoSRC036_patch2646_qp27_lvl2_qp53_lvl5.mp4,1648479621,0,False,0,observer35147,464,videoSRC036_patch2646,,blurry
17,834601,f2z4wgwi,17669,8405,94039,tubes/5_videoSRC036_patch2646_qp27_lvl2_qp47_lvl4_reversed.mp4,1648479628,0,True,1,observer35147,464,videoSRC036_patch2646,,blurry
18,834602,f2z4wgwi,17667,8405,94055,tubes/5_videoSRC036_patch2646_qp53_lvl5_qp55_lvl6_reversed.mp4,1648479637,0,True,1,observer35147,464,videoSRC036_patch2646,,blurry
19,834603,f2z4wgwi,17668,8405,94044,tubes/5_videoSRC036_patch2646_qp43_lvl3_qp47_lvl4.mp4,1648479645,0,False,0,observer35147,464,videoSRC036_patch2646,,blurry
20,834604,f2z4wgwi,17657,8403,93976,tubes/5_videoSRC019_patch2394_qp23_lvl2_qp35_lvl3.mp4,1648479652,0,False,0,observer35147,464,videoSRC019_patch2394,,tree2
21,834605,f2z4wgwi,17661,8403,93978,tubes/5_videoSRC019_patch2394_qp23_lvl2_qp41_lvl4.mp4,1648479659,0,False,0,observer35147,464,videoSRC019_patch2394,,tree2
22,834606,f2z4wgwi,17660,8403,93984,tubes/5_videoSRC019_patch2394_qp35_lvl3_qp41_lvl4.mp4,1648479666,0,False,0,observer35147,464,videoSRC019_patch2394,,tree2
23,834607,f2z4wgwi,17659,8403,93987,tubes/5_videoSRC019_patch2394_qp35_lvl3_qp43_lvl5_reversed.mp4,1648479674,0,True,1,observer35147,464,videoSRC019_patch2394,,tree2
24,834608,f2z4wgwi,17658,8403,93995,tubes/5_videoSRC019_patch2394_qp43_lvl5_qp47_lvl6_reversed.mp4,1648479681,0,True,1,observer35147,464,videoSRC019_patch2394,,tree2
25,834609,f2z4wgwi,17656,8402,93956,tubes/2_videoSRC008_patch1750_qp41_lvl3_qp49_lvl5.mp4,1648479688,0,False,0,observer35147,464,videoSRC008_patch1750,,fontain2
26,834610,f2z4wgwi,17655,8402,93950,tubes/2_videoSRC008_patch1750_qp33_lvl2_qp49_lvl5.mp4,1648479695,0,False,0,observer35147,464,videoSRC008_patch1750,,fontain2
27,834611,f2z4wgwi,17654,8402,93955,tubes/2_videoSRC008_patch1750_qp41_lvl3_qp45_lvl4_reversed.mp4,1648479703,0,True,1,observer35147,464,videoSRC008_patch1750,,fontain2
28,834612,f2z4wgwi,17653,8402,93963,tubes/2_videoSRC008_patch1750_qp45_lvl4_qp55_lvl6_reversed.mp4,1648479711,0,True,1,observer35147,464,videoSRC008_patch1750,,fontain2
29,834613,f2z4wgwi,17652,8402,93959,tubes/2_videoSRC008_patch1750_qp41_lvl3_qp55_lvl6_reversed.mp4,1648479718,0,True,1,observer35147,464,videoSRC008_patch1750,,fontain2
30,834614,f2z4wgwi,17651,8401,93926,tubes/29_videoSRC008_patch3633_qp41_lvl3_qp51_lvl5.mp4,1648479725,0,False,0,observer35147,464,videoSRC008_patch3633,,building2
31,834615,f2z4wgwi,17647,8401,93943,tubes/29_videoSRC008_patch3633_ref_lvl1_qp51_lvl5_reversed.mp4,1648479733,0,True,1,observer35147,464,videoSRC008_patch3633,,building2
32,834616,f2z4wgwi,17650,8401,93934,tubes/29_videoSRC008_patch3633_qp51_lvl5_qp55_lvl6.mp4,1648479740,0,False,0,observer35147,464,videoSRC008_patch3633,,building2
33,834617,f2z4wgwi,17649,8401,93944,tubes/29_videoSRC008_patch3633_ref_lvl1_qp55_lvl6.mp4,1648479748,0,False,0,observer35147,464,videoSRC008_patch3633,,building2
34,834618,f2z4wgwi,17648,8401,93930,tubes/29_videoSRC008_patch3633_qp47_lvl4_qp51_lvl5.mp4,1648479755,0,False,0,observer35147,464,videoSRC008_patch3633,,building2
35,834619,f2z4wgwi,17643,8400,93896,tubes/23_videoSRC013_patch4403_qp39_lvl3_qp51_lvl5.mp4,1648479763,0,False,0,observer35147,464,videoSRC013_patch4403,,black wood
36,834620,f2z4wgwi,17642,8400,93905,tubes/23_videoSRC013_patch4403_qp51_lvl5_qp55_lvl6_reversed.mp4,1648479770,0,True,1,observer35147,464,videoSRC013_patch4403,,black wood
37,834621,f2z4wgwi,17646,8400,93908,tubes/23_videoSRC013_patch4403_ref_lvl1_qp39_lvl3.mp4,1648479778,0,False,0,observer35147,464,videoSRC013_patch4403,,black wood
38,834622,f2z4wgwi,17645,8400,93892,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp55_lvl6.mp4,1648479786,0,False,0,observer35147,464,videoSRC013_patch4403,,black wood
39,834623,f2z4wgwi,17644,8400,93910,tubes/23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4.mp4,1648479793,0,False,0,observer35147,464,videoSRC013_patch4403,,black wood
0,834624,rls1qm8e,17708,8405,94047,tubes/5_videoSRC036_patch2646_qp43_lvl3_qp53_lvl5_reversed.mp4,1648479874,0,True,1,observer35150,465,videoSRC036_patch2646,,blurry
1,834625,rls1qm8e,17707,8405,94058,tubes/5_videoSRC036_patch2646_ref_lvl1_qp43_lvl3.mp4,1648479881,0,False,0,observer35150,465,videoSRC036_patch2646,,blurry
2,834626,rls1qm8e,17710,8405,94042,tubes/5_videoSRC036_patch2646_qp27_lvl2_qp55_lvl6.mp4,1648479889,0,False,0,observer35150,465,videoSRC036_patch2646,,blurry
3,834627,rls1qm8e,17709,8405,94060,tubes/5_videoSRC036_patch2646_ref_lvl1_qp47_lvl4.mp4,1648479896,0,False,0,observer35150,465,videoSRC036_patch2646,,blurry
4,834628,rls1qm8e,17711,8405,94051,tubes/5_videoSRC036_patch2646_qp47_lvl4_qp53_lvl5_reversed.mp4,1648479904,0,True,1,observer35150,465,videoSRC036_patch2646,,blurry
5,834629,rls1qm8e,17702,8404,94033,tubes/5_videoSRC036_patch1064_ref_lvl1_qp49_lvl5_reversed.mp4,1648479912,0,True,1,observer35150,465,videoSRC036_patch1064,,short hair
6,834630,rls1qm8e,17705,8404,94018,tubes/5_videoSRC036_patch1064_qp41_lvl3_qp55_lvl6.mp4,1648479920,0,False,0,observer35150,465,videoSRC036_patch1064,,short hair
7,834631,rls1qm8e,17704,8404,94006,tubes/5_videoSRC036_patch1064_qp29_lvl2_qp41_lvl3.mp4,1648479927,0,False,0,observer35150,465,videoSRC036_patch1064,,short hair
8,834632,rls1qm8e,17706,8404,94027,tubes/5_videoSRC036_patch1064_ref_lvl1_qp29_lvl2_reversed.mp4,1648479935,0,True,1,observer35150,465,videoSRC036_patch1064,,short hair
9,834633,rls1qm8e,17703,8404,94013,tubes/5_videoSRC036_patch1064_qp29_lvl2_qp55_lvl6_reversed.mp4,1648479942,0,True,1,observer35150,465,videoSRC036_patch1064,,short hair
10,834634,rls1qm8e,17678,8399,93873,tubes/23_videoSRC007_patch1722_qp47_lvl4_qp55_lvl6_reversed.mp4,1648479950,0,True,1,observer35150,465,videoSRC007_patch1722,,woman hair
11,834635,rls1qm8e,17679,8399,93875,tubes/23_videoSRC007_patch1722_qp51_lvl5_qp55_lvl6_reversed.mp4,1648479958,0,True,1,observer35150,465,videoSRC007_patch1722,,woman hair
12,834636,rls1qm8e,17677,8399,93865,tubes/23_videoSRC007_patch1722_qp43_lvl3_qp47_lvl4_reversed.mp4,1648479966,0,True,1,observer35150,465,videoSRC007_patch1722,,woman hair
13,834637,rls1qm8e,17681,8399,93866,tubes/23_videoSRC007_patch1722_qp43_lvl3_qp51_lvl5.mp4,1648479973,0,False,0,observer35150,465,videoSRC007_patch1722,,woman hair
14,834638,rls1qm8e,17680,8399,93882,tubes/23_videoSRC007_patch1722_ref_lvl1_qp51_lvl5.mp4,1648479980,0,False,0,observer35150,465,videoSRC007_patch1722,,woman hair
15,834639,rls1qm8e,17695,8402,93972,tubes/2_videoSRC008_patch1750_ref_lvl1_qp49_lvl5.mp4,1648479988,0,False,0,observer35150,465,videoSRC008_patch1750,,fontain2
16,834640,rls1qm8e,17692,8402,93964,tubes/2_videoSRC008_patch1750_qp49_lvl5_qp55_lvl6.mp4,1648479995,0,False,0,observer35150,465,videoSRC008_patch1750,,fontain2
17,834641,rls1qm8e,17696,8402,93969,tubes/2_videoSRC008_patch1750_ref_lvl1_qp41_lvl3_reversed.mp4,1648480003,0,True,1,observer35150,465,videoSRC008_patch1750,,fontain2
18,834642,rls1qm8e,17693,8402,93971,tubes/2_videoSRC008_patch1750_ref_lvl1_qp45_lvl4_reversed.mp4,1648480011,0,True,1,observer35150,465,videoSRC008_patch1750,,fontain2
19,834643,rls1qm8e,17694,8402,93974,tubes/2_videoSRC008_patch1750_ref_lvl1_qp55_lvl6.mp4,1648480019,0,False,0,observer35150,465,videoSRC008_patch1750,,fontain2
20,834644,rls1qm8e,17687,8401,93923,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp55_lvl6_reversed.mp4,1648480026,0,True,1,observer35150,465,videoSRC008_patch3633,,building2
21,834645,rls1qm8e,17688,8401,93919,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp47_lvl4_reversed.mp4,1648480034,0,True,1,observer35150,465,videoSRC008_patch3633,,building2
22,834646,rls1qm8e,17690,8401,93928,tubes/29_videoSRC008_patch3633_qp41_lvl3_qp55_lvl6.mp4,1648480041,0,False,0,observer35150,465,videoSRC008_patch3633,,building2
23,834647,rls1qm8e,17691,8401,93940,tubes/29_videoSRC008_patch3633_ref_lvl1_qp47_lvl4.mp4,1648480049,0,False,0,observer35150,465,videoSRC008_patch3633,,building2
24,834648,rls1qm8e,17689,8401,93917,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp41_lvl3_reversed.mp4,1648480057,0,True,1,observer35150,465,videoSRC008_patch3633,,building2
25,834649,rls1qm8e,17713,8406,94090,tubes/5_videoSRC037_patch833_ref_lvl1_qp45_lvl4.mp4,1648480065,0,False,0,observer35150,465,videoSRC037_patch833,,coat sewing
26,834650,rls1qm8e,17712,8406,94092,tubes/5_videoSRC037_patch833_ref_lvl1_qp49_lvl5.mp4,1648480073,0,False,0,observer35150,465,videoSRC037_patch833,,coat sewing
27,834651,rls1qm8e,17716,8406,94084,tubes/5_videoSRC037_patch833_qp49_lvl5_qp53_lvl6.mp4,1648480080,0,False,0,observer35150,465,videoSRC037_patch833,,coat sewing
28,834652,rls1qm8e,17715,8406,94071,tubes/5_videoSRC037_patch833_qp27_lvl2_qp49_lvl5_reversed.mp4,1648480088,0,True,1,observer35150,465,videoSRC037_patch833,,coat sewing
29,834653,rls1qm8e,17714,8406,94067,tubes/5_videoSRC037_patch833_qp27_lvl2_qp39_lvl3_reversed.mp4,1648480096,0,True,1,observer35150,465,videoSRC037_patch833,,coat sewing
30,834654,rls1qm8e,17685,8400,93914,tubes/23_videoSRC013_patch4403_ref_lvl1_qp55_lvl6.mp4,1648480104,0,False,0,observer35150,465,videoSRC013_patch4403,,black wood
31,834655,rls1qm8e,17686,8400,93889,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp47_lvl4_reversed.mp4,1648480112,0,True,1,observer35150,465,videoSRC013_patch4403,,black wood
32,834656,rls1qm8e,17684,8400,93907,tubes/23_videoSRC013_patch4403_ref_lvl1_qp31_lvl2_reversed.mp4,1648480119,0,True,1,observer35150,465,videoSRC013_patch4403,,black wood
33,834657,rls1qm8e,17683,8400,93894,tubes/23_videoSRC013_patch4403_qp39_lvl3_qp47_lvl4.mp4,1648480127,0,False,0,observer35150,465,videoSRC013_patch4403,,black wood
34,834658,rls1qm8e,17682,8400,93901,tubes/23_videoSRC013_patch4403_qp47_lvl4_qp51_lvl5_reversed.mp4,1648480135,1,True,0,observer35150,465,videoSRC013_patch4403,,black wood
35,834659,rls1qm8e,17697,8403,93980,tubes/5_videoSRC019_patch2394_qp23_lvl2_qp43_lvl5.mp4,1648480142,0,False,0,observer35150,465,videoSRC019_patch2394,,tree2
36,834660,rls1qm8e,17701,8403,94005,tubes/5_videoSRC019_patch2394_ref_lvl1_qp47_lvl6_reversed.mp4,1648480150,0,True,1,observer35150,465,videoSRC019_patch2394,,tree2
37,834661,rls1qm8e,17700,8403,93996,tubes/5_videoSRC019_patch2394_ref_lvl1_qp23_lvl2.mp4,1648480159,0,False,0,observer35150,465,videoSRC019_patch2394,,tree2
38,834662,rls1qm8e,17698,8403,93983,tubes/5_videoSRC019_patch2394_qp23_lvl2_qp47_lvl6_reversed.mp4,1648480166,0,True,1,observer35150,465,videoSRC019_patch2394,,tree2
39,834663,rls1qm8e,17699,8403,94003,tubes/5_videoSRC019_patch2394_ref_lvl1_qp43_lvl5_reversed.mp4,1648480174,0,True,1,observer35150,465,videoSRC019_patch2394,,tree2
0,834664,astkczco,17719,8399,93879,tubes/23_videoSRC007_patch1722_ref_lvl1_qp43_lvl3_reversed.mp4,1648480386,0,True,1,observer35151,466,videoSRC007_patch1722,,woman hair
1,834665,astkczco,17718,8399,93871,tubes/23_videoSRC007_patch1722_qp47_lvl4_qp51_lvl5_reversed.mp4,1648480394,0,True,1,observer35151,466,videoSRC007_patch1722,,woman hair
2,834666,astkczco,17720,8399,93861,tubes/23_videoSRC007_patch1722_qp33_lvl2_qp51_lvl5_reversed.mp4,1648480401,0,True,1,observer35151,466,videoSRC007_patch1722,,woman hair
3,834667,astkczco,17721,8399,93880,tubes/23_videoSRC007_patch1722_ref_lvl1_qp47_lvl4.mp4,1648480409,0,False,0,observer35151,466,videoSRC007_patch1722,,woman hair
4,834668,astkczco,17717,8399,93869,tubes/23_videoSRC007_patch1722_qp43_lvl3_qp55_lvl6_reversed.mp4,1648480416,0,True,1,observer35151,466,videoSRC007_patch1722,,woman hair
5,834669,astkczco,17729,8401,93921,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp51_lvl5_reversed.mp4,1648480424,0,True,1,observer35151,466,videoSRC008_patch3633,,building2
6,834670,astkczco,17727,8401,93932,tubes/29_videoSRC008_patch3633_qp47_lvl4_qp55_lvl6.mp4,1648480432,0,False,0,observer35151,466,videoSRC008_patch3633,,building2
7,834671,astkczco,17728,8401,93936,tubes/29_videoSRC008_patch3633_ref_lvl1_qp21_lvl2.mp4,1648480439,0,False,0,observer35151,466,videoSRC008_patch3633,,building2
8,834672,astkczco,17730,8401,93925,tubes/29_videoSRC008_patch3633_qp41_lvl3_qp47_lvl4_reversed.mp4,1648480447,0,True,1,observer35151,466,videoSRC008_patch3633,,building2
9,834673,astkczco,17731,8401,93938,tubes/29_videoSRC008_patch3633_ref_lvl1_qp41_lvl3.mp4,1648480455,0,False,0,observer35151,466,videoSRC008_patch3633,,building2
10,834674,astkczco,17742,8404,94016,tubes/5_videoSRC036_patch1064_qp41_lvl3_qp49_lvl5.mp4,1648480462,0,False,0,observer35151,466,videoSRC036_patch1064,,short hair
11,834675,astkczco,17745,8404,94023,tubes/5_videoSRC036_patch1064_qp45_lvl4_qp55_lvl6_reversed.mp4,1648480470,0,True,1,observer35151,466,videoSRC036_patch1064,,short hair
12,834676,astkczco,17743,8404,94024,tubes/5_videoSRC036_patch1064_qp49_lvl5_qp55_lvl6.mp4,1648480478,0,False,0,observer35151,466,videoSRC036_patch1064,,short hair
13,834677,astkczco,17744,8404,94028,tubes/5_videoSRC036_patch1064_ref_lvl1_qp41_lvl3.mp4,1648480486,0,False,0,observer35151,466,videoSRC036_patch1064,,short hair
14,834678,astkczco,17746,8404,94015,tubes/5_videoSRC036_patch1064_qp41_lvl3_qp45_lvl4_reversed.mp4,1648480494,0,True,1,observer35151,466,videoSRC036_patch1064,,short hair
15,834679,astkczco,17726,8400,93902,tubes/23_videoSRC013_patch4403_qp47_lvl4_qp55_lvl6.mp4,1648480502,0,False,0,observer35151,466,videoSRC013_patch4403,,black wood
16,834680,astkczco,17724,8400,93891,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp51_lvl5_reversed.mp4,1648480511,0,True,1,observer35151,466,videoSRC013_patch4403,,black wood
17,834681,astkczco,17723,8400,93887,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp39_lvl3_reversed.mp4,1648480519,0,True,1,observer35151,466,videoSRC013_patch4403,,black wood
18,834682,astkczco,17722,8400,93913,tubes/23_videoSRC013_patch4403_ref_lvl1_qp51_lvl5_reversed.mp4,1648480526,0,True,1,observer35151,466,videoSRC013_patch4403,,black wood
19,834683,astkczco,17725,8400,93899,tubes/23_videoSRC013_patch4403_qp39_lvl3_qp55_lvl6_reversed.mp4,1648480534,0,True,1,observer35151,466,videoSRC013_patch4403,,black wood
20,834684,astkczco,17756,8406,94080,tubes/5_videoSRC037_patch833_qp45_lvl4_qp49_lvl5.mp4,1648480542,0,False,0,observer35151,466,videoSRC037_patch833,,coat sewing
21,834685,astkczco,17753,8406,94075,tubes/5_videoSRC037_patch833_qp39_lvl3_qp45_lvl4_reversed.mp4,1648480550,0,True,1,observer35151,466,videoSRC037_patch833,,coat sewing
22,834686,astkczco,17754,8406,94079,tubes/5_videoSRC037_patch833_qp39_lvl3_qp53_lvl6_reversed.mp4,1648480557,0,True,1,observer35151,466,videoSRC037_patch833,,coat sewing
23,834687,astkczco,17755,8406,94083,tubes/5_videoSRC037_patch833_qp45_lvl4_qp53_lvl6_reversed.mp4,1648480565,0,True,1,observer35151,466,videoSRC037_patch833,,coat sewing
24,834688,astkczco,17752,8406,94094,tubes/5_videoSRC037_patch833_ref_lvl1_qp53_lvl6.mp4,1648480573,0,False,0,observer35151,466,videoSRC037_patch833,,coat sewing
25,834689,astkczco,17738,8403,93988,tubes/5_videoSRC019_patch2394_qp35_lvl3_qp47_lvl6.mp4,1648480582,0,False,0,observer35151,466,videoSRC019_patch2394,,tree2
26,834690,astkczco,17740,8403,93991,tubes/5_videoSRC019_patch2394_qp41_lvl4_qp43_lvl5_reversed.mp4,1648480591,1,True,0,observer35151,466,videoSRC019_patch2394,,tree2
27,834691,astkczco,17741,8403,93998,tubes/5_videoSRC019_patch2394_ref_lvl1_qp35_lvl3.mp4,1648480599,0,False,0,observer35151,466,videoSRC019_patch2394,,tree2
28,834692,astkczco,17739,8403,93993,tubes/5_videoSRC019_patch2394_qp41_lvl4_qp47_lvl6_reversed.mp4,1648480608,0,True,1,observer35151,466,videoSRC019_patch2394,,tree2
29,834693,astkczco,17737,8403,94000,tubes/5_videoSRC019_patch2394_ref_lvl1_qp41_lvl4.mp4,1648480618,0,False,0,observer35151,466,videoSRC019_patch2394,,tree2
30,834694,astkczco,17735,8402,93947,tubes/2_videoSRC008_patch1750_qp33_lvl2_qp41_lvl3_reversed.mp4,1648480626,0,True,1,observer35151,466,videoSRC008_patch1750,,fontain2
31,834695,astkczco,17734,8402,93948,tubes/2_videoSRC008_patch1750_qp33_lvl2_qp45_lvl4.mp4,1648480635,0,False,0,observer35151,466,videoSRC008_patch1750,,fontain2
32,834696,astkczco,17733,8402,93960,tubes/2_videoSRC008_patch1750_qp45_lvl4_qp49_lvl5.mp4,1648480643,0,False,0,observer35151,466,videoSRC008_patch1750,,fontain2
33,834697,astkczco,17736,8402,93953,tubes/2_videoSRC008_patch1750_qp33_lvl2_qp55_lvl6_reversed.mp4,1648480651,0,True,1,observer35151,466,videoSRC008_patch1750,,fontain2
34,834698,astkczco,17732,8402,93966,tubes/2_videoSRC008_patch1750_ref_lvl1_qp33_lvl2.mp4,1648480660,0,False,0,observer35151,466,videoSRC008_patch1750,,fontain2
35,834699,astkczco,17748,8405,94053,tubes/5_videoSRC036_patch2646_qp47_lvl4_qp55_lvl6_reversed.mp4,1648480668,0,True,1,observer35151,466,videoSRC036_patch2646,,blurry
36,834700,astkczco,17750,8405,94049,tubes/5_videoSRC036_patch2646_qp43_lvl3_qp55_lvl6_reversed.mp4,1648480675,0,True,1,observer35151,466,videoSRC036_patch2646,,blurry
37,834701,astkczco,17751,8405,94062,tubes/5_videoSRC036_patch2646_ref_lvl1_qp53_lvl5.mp4,1648480683,0,False,0,observer35151,466,videoSRC036_patch2646,,blurry
38,834702,astkczco,17749,8405,94065,tubes/5_videoSRC036_patch2646_ref_lvl1_qp55_lvl6_reversed.mp4,1648480692,0,True,1,observer35151,466,videoSRC036_patch2646,,blurry
39,834703,astkczco,17747,8405,94056,tubes/5_videoSRC036_patch2646_ref_lvl1_qp27_lvl2.mp4,1648480700,0,False,0,observer35151,466,videoSRC036_patch2646,,blurry
0,834864,mj1d7gr3,17675,8406,94077,tubes/5_videoSRC037_patch833_qp39_lvl3_qp49_lvl5_reversed.mp4,1648540290,0,True,1,observer35245,464,videoSRC037_patch833,,coat sewing
1,834865,mj1d7gr3,17676,8406,94073,tubes/5_videoSRC037_patch833_qp27_lvl2_qp53_lvl6_reversed.mp4,1648540297,0,True,1,observer35245,464,videoSRC037_patch833,,coat sewing
2,834866,mj1d7gr3,17672,8406,94068,tubes/5_videoSRC037_patch833_qp27_lvl2_qp45_lvl4.mp4,1648540305,0,False,0,observer35245,464,videoSRC037_patch833,,coat sewing
3,834867,mj1d7gr3,17674,8406,94088,tubes/5_videoSRC037_patch833_ref_lvl1_qp39_lvl3.mp4,1648540313,0,False,0,observer35245,464,videoSRC037_patch833,,coat sewing
4,834868,mj1d7gr3,17673,8406,94086,tubes/5_videoSRC037_patch833_ref_lvl1_qp27_lvl2.mp4,1648540320,0,False,0,observer35245,464,videoSRC037_patch833,,coat sewing
5,834869,mj1d7gr3,17651,8401,93926,tubes/29_videoSRC008_patch3633_qp41_lvl3_qp51_lvl5.mp4,1648540332,0,False,0,observer35245,464,videoSRC008_patch3633,,building2
6,834871,mj1d7gr3,17648,8401,93931,tubes/29_videoSRC008_patch3633_qp47_lvl4_qp51_lvl5_reversed.mp4,1648540340,0,True,1,observer35245,464,videoSRC008_patch3633,,building2
7,834873,mj1d7gr3,17647,8401,93942,tubes/29_videoSRC008_patch3633_ref_lvl1_qp51_lvl5.mp4,1648540348,0,False,0,observer35245,464,videoSRC008_patch3633,,building2
8,834875,mj1d7gr3,17649,8401,93944,tubes/29_videoSRC008_patch3633_ref_lvl1_qp55_lvl6.mp4,1648540355,0,False,0,observer35245,464,videoSRC008_patch3633,,building2
9,834877,mj1d7gr3,17650,8401,93934,tubes/29_videoSRC008_patch3633_qp51_lvl5_qp55_lvl6.mp4,1648540362,0,False,0,observer35245,464,videoSRC008_patch3633,,building2
10,834879,mj1d7gr3,17660,8403,93985,tubes/5_videoSRC019_patch2394_qp35_lvl3_qp41_lvl4_reversed.mp4,1648540370,0,True,1,observer35245,464,videoSRC019_patch2394,,tree2
11,834881,mj1d7gr3,17661,8403,93978,tubes/5_videoSRC019_patch2394_qp23_lvl2_qp41_lvl4.mp4,1648540377,0,False,0,observer35245,464,videoSRC019_patch2394,,tree2
12,834883,mj1d7gr3,17659,8403,93987,tubes/5_videoSRC019_patch2394_qp35_lvl3_qp43_lvl5_reversed.mp4,1648540385,0,True,1,observer35245,464,videoSRC019_patch2394,,tree2
13,834885,mj1d7gr3,17657,8403,93977,tubes/5_videoSRC019_patch2394_qp23_lvl2_qp35_lvl3_reversed.mp4,1648540392,0,True,1,observer35245,464,videoSRC019_patch2394,,tree2
14,834887,mj1d7gr3,17658,8403,93995,tubes/5_videoSRC019_patch2394_qp43_lvl5_qp47_lvl6_reversed.mp4,1648540400,0,True,1,observer35245,464,videoSRC019_patch2394,,tree2
15,834889,mj1d7gr3,17643,8400,93896,tubes/23_videoSRC013_patch4403_qp39_lvl3_qp51_lvl5.mp4,1648540408,0,False,0,observer35245,464,videoSRC013_patch4403,,black wood
16,834890,mj1d7gr3,17642,8400,93905,tubes/23_videoSRC013_patch4403_qp51_lvl5_qp55_lvl6_reversed.mp4,1648540415,0,True,1,observer35245,464,videoSRC013_patch4403,,black wood
17,834892,mj1d7gr3,17646,8400,93908,tubes/23_videoSRC013_patch4403_ref_lvl1_qp39_lvl3.mp4,1648540423,0,False,0,observer35245,464,videoSRC013_patch4403,,black wood
18,834894,mj1d7gr3,17645,8400,93892,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp55_lvl6.mp4,1648540430,0,False,0,observer35245,464,videoSRC013_patch4403,,black wood
19,834896,mj1d7gr3,17644,8400,93910,tubes/23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4.mp4,1648540438,0,False,0,observer35245,464,videoSRC013_patch4403,,black wood
