,rating_id,token,stimuli_id,source_id,media_a_id,source_a,created_at,source_name_vote,nb_replay,reversed,source_position_vote,observer_id,playlist_id,src_name,src_name_bis
12,796650,7xnguzob,16224,5353,38520,tubes/5_videoSRC037_patch833_ref_lvl1_qp39_lvl3_qp49_lvl5_qp53_lvl6_reversed.mp4,1643191848,0,0,True,1,observer32970,423,videoSRC037_patch833,
13,796651,7xnguzob,16227,5353,38522,tubes/5_videoSRC037_patch833_ref_lvl1_qp45_lvl4_qp49_lvl5_qp53_lvl6_reversed.mp4,1643191856,0,0,True,1,observer32970,423,videoSRC037_patch833,
14,796652,7xnguzob,16228,5353,38508,tubes/5_videoSRC037_patch833_ref_lvl1_qp27_lvl2_qp39_lvl3_qp53_lvl6_reversed.mp4,1643191864,1,0,True,0,observer32970,423,videoSRC037_patch833,
15,796653,7xnguzob,16217,5351,38448,tubes/5_videoSRC036_patch1064_ref_lvl1_qp29_lvl2_qp41_lvl3_qp55_lvl6_reversed.mp4,1643191871,1,0,True,0,observer32970,423,videoSRC036_patch1064,
16,796654,7xnguzob,16216,5351,38440,tubes/5_videoSRC036_patch1064_qp29_lvl2_qp45_lvl4_qp49_lvl5_qp55_lvl6_reversed.mp4,1643191879,1,0,True,0,observer32970,423,videoSRC036_patch1064,
17,796655,7xnguzob,16218,5351,38462,tubes/5_videoSRC036_patch1064_ref_lvl1_qp45_lvl4_qp49_lvl5_qp55_lvl6_reversed.mp4,1643191888,0,0,True,1,observer32970,423,videoSRC036_patch1064,
18,796656,7xnguzob,16214,5351,38436,tubes/5_videoSRC036_patch1064_qp29_lvl2_qp41_lvl3_qp45_lvl4_qp55_lvl6_reversed.mp4,1643191896,0,0,True,1,observer32970,423,videoSRC036_patch1064,
19,796657,7xnguzob,16215,5351,38446,tubes/5_videoSRC036_patch1064_ref_lvl1_qp29_lvl2_qp41_lvl3_qp49_lvl5_reversed.mp4,1643191904,0,0,True,1,observer32970,423,videoSRC036_patch1064,
20,796658,7xnguzob,16190,5346,38295,tubes/23_videoSRC007_patch1722_ref_lvl1_qp33_lvl2_qp43_lvl3_qp51_lvl5.mp4,1643191912,0,0,False,0,observer32970,423,videoSRC007_patch1722,
21,796659,7xnguzob,16189,5346,38294,tubes/23_videoSRC007_patch1722_ref_lvl1_qp33_lvl2_qp43_lvl3_qp47_lvl4_reversed.mp4,1643191921,0,0,True,1,observer32970,423,videoSRC007_patch1722,
22,796660,7xnguzob,16192,5346,38305,tubes/23_videoSRC007_patch1722_ref_lvl1_qp43_lvl3_qp47_lvl4_qp51_lvl5.mp4,1643191929,0,0,False,0,observer32970,423,videoSRC007_patch1722,
23,796661,7xnguzob,16191,5346,38300,tubes/23_videoSRC007_patch1722_ref_lvl1_qp33_lvl2_qp47_lvl4_qp51_lvl5_reversed.mp4,1643191937,0,0,True,1,observer32970,423,videoSRC007_patch1722,
24,796662,7xnguzob,16193,5346,38290,tubes/23_videoSRC007_patch1722_qp33_lvl2_qp47_lvl4_qp51_lvl5_qp55_lvl6_reversed.mp4,1643191945,0,0,True,1,observer32970,423,videoSRC007_patch1722,
25,796663,7xnguzob,16211,5350,38407,tubes/5_videoSRC019_patch2394_qp23_lvl2_qp35_lvl3_qp43_lvl5_qp47_lvl6.mp4,1643191954,1,0,False,1,observer32970,423,videoSRC019_patch2394,
26,796664,7xnguzob,16210,5350,38415,tubes/5_videoSRC019_patch2394_ref_lvl1_qp23_lvl2_qp35_lvl3_qp43_lvl5.mp4,1643191962,1,0,False,1,observer32970,423,videoSRC019_patch2394,
27,796665,7xnguzob,16213,5350,38425,tubes/5_videoSRC019_patch2394_ref_lvl1_qp35_lvl3_qp41_lvl4_qp43_lvl5.mp4,1643191970,0,0,False,0,observer32970,423,videoSRC019_patch2394,
28,796666,7xnguzob,16209,5350,38411,tubes/5_videoSRC019_patch2394_qp35_lvl3_qp41_lvl4_qp43_lvl5_qp47_lvl6.mp4,1643191978,1,0,False,1,observer32970,423,videoSRC019_patch2394,
29,796667,7xnguzob,16212,5350,38427,tubes/5_videoSRC019_patch2394_ref_lvl1_qp35_lvl3_qp41_lvl4_qp47_lvl6.mp4,1643191986,0,0,False,0,observer32970,423,videoSRC019_patch2394,
30,796668,7xnguzob,16201,5348,38361,tubes/29_videoSRC008_patch3633_ref_lvl1_qp21_lvl2_qp47_lvl4_qp55_lvl6.mp4,1643191994,1,0,False,1,observer32970,423,videoSRC008_patch3633,
31,796669,7xnguzob,16199,5348,38358,tubes/29_videoSRC008_patch3633_ref_lvl1_qp21_lvl2_qp41_lvl3_qp55_lvl6_reversed.mp4,1643192002,1,0,True,0,observer32970,423,videoSRC008_patch3633,
32,796670,7xnguzob,16200,5348,38372,tubes/29_videoSRC008_patch3633_ref_lvl1_qp47_lvl4_qp51_lvl5_qp55_lvl6_reversed.mp4,1643192010,1,0,True,0,observer32970,423,videoSRC008_patch3633,
33,796671,7xnguzob,16203,5348,38347,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp41_lvl3_qp51_lvl5_qp55_lvl6.mp4,1643192017,1,0,False,1,observer32970,423,videoSRC008_patch3633,
34,796672,7xnguzob,16202,5348,38346,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp41_lvl3_qp47_lvl4_qp55_lvl6_reversed.mp4,1643192025,1,0,True,0,observer32970,423,videoSRC008_patch3633,
35,796673,7xnguzob,16198,5347,38331,tubes/23_videoSRC013_patch4403_ref_lvl1_qp31_lvl2_qp47_lvl4_qp55_lvl6.mp4,1643192034,1,0,False,1,observer32970,423,videoSRC013_patch4403,
36,796674,7xnguzob,16195,5347,38322,tubes/23_videoSRC013_patch4403_qp39_lvl3_qp47_lvl4_qp51_lvl5_qp55_lvl6_reversed.mp4,1643192042,1,0,True,0,observer32970,423,videoSRC013_patch4403,
37,796675,7xnguzob,16197,5347,38341,tubes/23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_qp51_lvl5_qp55_lvl6.mp4,1643192050,0,0,False,0,observer32970,423,videoSRC013_patch4403,
38,796676,7xnguzob,16194,5347,38315,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp39_lvl3_qp47_lvl4_qp55_lvl6.mp4,1643192058,1,0,False,1,observer32970,423,videoSRC013_patch4403,
39,796677,7xnguzob,16196,5347,38320,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp47_lvl4_qp51_lvl5_qp55_lvl6_reversed.mp4,1643192066,0,0,True,1,observer32970,423,videoSRC013_patch4403,
0,796678,qtomrzwp,16203,5348,38347,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp41_lvl3_qp51_lvl5_qp55_lvl6.mp4,1643192472,1,0,False,1,observer32971,423,videoSRC008_patch3633,
1,796679,qtomrzwp,16199,5348,38358,tubes/29_videoSRC008_patch3633_ref_lvl1_qp21_lvl2_qp41_lvl3_qp55_lvl6_reversed.mp4,1643192482,1,0,True,0,observer32971,423,videoSRC008_patch3633,
2,796680,qtomrzwp,16202,5348,38345,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp41_lvl3_qp47_lvl4_qp55_lvl6.mp4,1643192489,1,0,False,1,observer32971,423,videoSRC008_patch3633,
3,796681,qtomrzwp,16200,5348,38372,tubes/29_videoSRC008_patch3633_ref_lvl1_qp47_lvl4_qp51_lvl5_qp55_lvl6_reversed.mp4,1643192497,1,0,True,0,observer32971,423,videoSRC008_patch3633,
4,796682,qtomrzwp,16201,5348,38362,tubes/29_videoSRC008_patch3633_ref_lvl1_qp21_lvl2_qp47_lvl4_qp55_lvl6_reversed.mp4,1643192505,1,0,True,0,observer32971,423,videoSRC008_patch3633,
5,796683,qtomrzwp,16196,5347,38319,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp47_lvl4_qp51_lvl5_qp55_lvl6.mp4,1643192514,1,0,False,1,observer32971,423,videoSRC013_patch4403,
6,796684,qtomrzwp,16198,5347,38332,tubes/23_videoSRC013_patch4403_ref_lvl1_qp31_lvl2_qp47_lvl4_qp55_lvl6_reversed.mp4,1643192521,1,0,True,0,observer32971,423,videoSRC013_patch4403,
7,796685,qtomrzwp,16195,5347,38321,tubes/23_videoSRC013_patch4403_qp39_lvl3_qp47_lvl4_qp51_lvl5_qp55_lvl6.mp4,1643192538,1,1,False,1,observer32971,423,videoSRC013_patch4403,
8,796686,qtomrzwp,16197,5347,38341,tubes/23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_qp51_lvl5_qp55_lvl6.mp4,1643192546,0,0,False,0,observer32971,423,videoSRC013_patch4403,
9,796687,qtomrzwp,16194,5347,38316,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp39_lvl3_qp47_lvl4_qp55_lvl6_reversed.mp4,1643192553,1,0,True,0,observer32971,423,videoSRC013_patch4403,
10,796688,qtomrzwp,16190,5346,38296,tubes/23_videoSRC007_patch1722_ref_lvl1_qp33_lvl2_qp43_lvl3_qp51_lvl5_reversed.mp4,1643192562,1,0,True,0,observer32971,423,videoSRC007_patch1722,
11,796689,qtomrzwp,16193,5346,38290,tubes/23_videoSRC007_patch1722_qp33_lvl2_qp47_lvl4_qp51_lvl5_qp55_lvl6_reversed.mp4,1643192570,0,0,True,1,observer32971,423,videoSRC007_patch1722,
12,796690,qtomrzwp,16192,5346,38306,tubes/23_videoSRC007_patch1722_ref_lvl1_qp43_lvl3_qp47_lvl4_qp51_lvl5_reversed.mp4,1643192578,1,0,True,0,observer32971,423,videoSRC007_patch1722,
13,796691,qtomrzwp,16191,5346,38300,tubes/23_videoSRC007_patch1722_ref_lvl1_qp33_lvl2_qp47_lvl4_qp51_lvl5_reversed.mp4,1643192586,0,0,True,1,observer32971,423,videoSRC007_patch1722,
14,796692,qtomrzwp,16189,5346,38294,tubes/23_videoSRC007_patch1722_ref_lvl1_qp33_lvl2_qp43_lvl3_qp47_lvl4_reversed.mp4,1643192593,0,0,True,1,observer32971,423,videoSRC007_patch1722,
15,796693,qtomrzwp,16222,5352,38471,tubes/5_videoSRC036_patch2646_qp43_lvl3_qp47_lvl4_qp53_lvl5_qp55_lvl6.mp4,1643192626,0,2,False,0,observer32971,423,videoSRC036_patch2646,
16,796694,qtomrzwp,16223,5352,38480,tubes/5_videoSRC036_patch2646_ref_lvl1_qp27_lvl2_qp47_lvl4_qp53_lvl5_reversed.mp4,1643192642,1,1,True,0,observer32971,423,videoSRC036_patch2646,
17,796695,qtomrzwp,16220,5352,38468,tubes/5_videoSRC036_patch2646_qp27_lvl2_qp43_lvl3_qp53_lvl5_qp55_lvl6_reversed.mp4,1643192649,1,0,True,0,observer32971,423,videoSRC036_patch2646,
18,796696,qtomrzwp,16219,5352,38484,tubes/5_videoSRC036_patch2646_ref_lvl1_qp27_lvl2_qp53_lvl5_qp55_lvl6_reversed.mp4,1643192657,0,0,True,1,observer32971,423,videoSRC036_patch2646,
19,796697,qtomrzwp,16221,5352,38470,tubes/5_videoSRC036_patch2646_qp27_lvl2_qp47_lvl4_qp53_lvl5_qp55_lvl6_reversed.mp4,1643192665,0,0,True,1,observer32971,423,videoSRC036_patch2646,
20,796698,qtomrzwp,16226,5353,38503,tubes/5_videoSRC037_patch833_ref_lvl1_qp27_lvl2_qp39_lvl3_qp45_lvl4.mp4,1643192673,1,0,False,1,observer32971,423,videoSRC037_patch833,
21,796699,qtomrzwp,16225,5353,38497,tubes/5_videoSRC037_patch833_qp27_lvl2_qp39_lvl3_qp49_lvl5_qp53_lvl6.mp4,1643192742,0,2,False,0,observer32971,423,videoSRC037_patch833,
22,796700,qtomrzwp,16228,5353,38507,tubes/5_videoSRC037_patch833_ref_lvl1_qp27_lvl2_qp39_lvl3_qp53_lvl6.mp4,1643192750,1,0,False,1,observer32971,423,videoSRC037_patch833,
23,796701,qtomrzwp,16227,5353,38522,tubes/5_videoSRC037_patch833_ref_lvl1_qp45_lvl4_qp49_lvl5_qp53_lvl6_reversed.mp4,1643192769,0,1,True,1,observer32971,423,videoSRC037_patch833,
24,796702,qtomrzwp,16224,5353,38520,tubes/5_videoSRC037_patch833_ref_lvl1_qp39_lvl3_qp49_lvl5_qp53_lvl6_reversed.mp4,1643192790,1,1,True,0,observer32971,423,videoSRC037_patch833,
25,796703,qtomrzwp,16212,5350,38427,tubes/5_videoSRC019_patch2394_ref_lvl1_qp35_lvl3_qp41_lvl4_qp47_lvl6.mp4,1643192807,0,1,False,0,observer32971,423,videoSRC019_patch2394,
26,796704,qtomrzwp,16213,5350,38426,tubes/5_videoSRC019_patch2394_ref_lvl1_qp35_lvl3_qp41_lvl4_qp43_lvl5_reversed.mp4,1643192816,0,0,True,1,observer32971,423,videoSRC019_patch2394,
27,796705,qtomrzwp,16209,5350,38411,tubes/5_videoSRC019_patch2394_qp35_lvl3_qp41_lvl4_qp43_lvl5_qp47_lvl6.mp4,1643192824,1,0,False,1,observer32971,423,videoSRC019_patch2394,
28,796706,qtomrzwp,16210,5350,38415,tubes/5_videoSRC019_patch2394_ref_lvl1_qp23_lvl2_qp35_lvl3_qp43_lvl5.mp4,1643192831,1,0,False,1,observer32971,423,videoSRC019_patch2394,
29,796707,qtomrzwp,16211,5350,38407,tubes/5_videoSRC019_patch2394_qp23_lvl2_qp35_lvl3_qp43_lvl5_qp47_lvl6.mp4,1643192838,1,0,False,1,observer32971,423,videoSRC019_patch2394,
30,796708,qtomrzwp,16204,5349,38396,tubes/2_videoSRC008_patch1750_ref_lvl1_qp41_lvl3_qp45_lvl4_qp49_lvl5_reversed.mp4,1643192846,0,0,True,1,observer32971,423,videoSRC008_patch1750,
31,796709,qtomrzwp,16206,5349,38401,tubes/2_videoSRC008_patch1750_ref_lvl1_qp45_lvl4_qp49_lvl5_qp55_lvl6.mp4,1643192854,0,0,False,0,observer32971,423,videoSRC008_patch1750,
32,796710,qtomrzwp,16207,5349,38389,tubes/2_videoSRC008_patch1750_ref_lvl1_qp33_lvl2_qp45_lvl4_qp49_lvl5.mp4,1643192862,0,0,False,0,observer32971,423,videoSRC008_patch1750,
33,796711,qtomrzwp,16205,5349,38388,tubes/2_videoSRC008_patch1750_ref_lvl1_qp33_lvl2_qp41_lvl3_qp55_lvl6_reversed.mp4,1643192877,1,1,True,0,observer32971,423,videoSRC008_patch1750,
34,796712,qtomrzwp,16208,5349,38392,tubes/2_videoSRC008_patch1750_ref_lvl1_qp33_lvl2_qp45_lvl4_qp55_lvl6_reversed.mp4,1643192885,1,0,True,0,observer32971,423,videoSRC008_patch1750,
35,796713,qtomrzwp,16214,5351,38436,tubes/5_videoSRC036_patch1064_qp29_lvl2_qp41_lvl3_qp45_lvl4_qp55_lvl6_reversed.mp4,1643192900,1,1,True,0,observer32971,423,videoSRC036_patch1064,
36,796714,qtomrzwp,16218,5351,38462,tubes/5_videoSRC036_patch1064_ref_lvl1_qp45_lvl4_qp49_lvl5_qp55_lvl6_reversed.mp4,1643192908,0,0,True,1,observer32971,423,videoSRC036_patch1064,
37,796715,qtomrzwp,16215,5351,38445,tubes/5_videoSRC036_patch1064_ref_lvl1_qp29_lvl2_qp41_lvl3_qp49_lvl5.mp4,1643192916,0,0,False,0,observer32971,423,videoSRC036_patch1064,
38,796716,qtomrzwp,16216,5351,38440,tubes/5_videoSRC036_patch1064_qp29_lvl2_qp45_lvl4_qp49_lvl5_qp55_lvl6_reversed.mp4,1643192923,0,0,True,1,observer32971,423,videoSRC036_patch1064,
39,796717,qtomrzwp,16217,5351,38448,tubes/5_videoSRC036_patch1064_ref_lvl1_qp29_lvl2_qp41_lvl3_qp55_lvl6_reversed.mp4,1643192931,0,0,True,1,observer32971,423,videoSRC036_patch1064,
0,796718,uxgda2ag,16221,5352,38470,tubes/5_videoSRC036_patch2646_qp27_lvl2_qp47_lvl4_qp53_lvl5_qp55_lvl6_reversed.mp4,1643192964,1,0,True,0,observer32973,423,videoSRC036_patch2646,
1,796719,uxgda2ag,16220,5352,38467,tubes/5_videoSRC036_patch2646_qp27_lvl2_qp43_lvl3_qp53_lvl5_qp55_lvl6.mp4,1643192972,1,0,False,1,observer32973,423,videoSRC036_patch2646,
2,796720,uxgda2ag,16223,5352,38479,tubes/5_videoSRC036_patch2646_ref_lvl1_qp27_lvl2_qp47_lvl4_qp53_lvl5.mp4,1643192980,1,0,False,1,observer32973,423,videoSRC036_patch2646,
3,796721,uxgda2ag,16222,5352,38471,tubes/5_videoSRC036_patch2646_qp43_lvl3_qp47_lvl4_qp53_lvl5_qp55_lvl6.mp4,1643192987,1,0,False,1,observer32973,423,videoSRC036_patch2646,
4,796722,uxgda2ag,16219,5352,38484,tubes/5_videoSRC036_patch2646_ref_lvl1_qp27_lvl2_qp53_lvl5_qp55_lvl6_reversed.mp4,1643193002,1,1,True,0,observer32973,423,videoSRC036_patch2646,
5,796723,uxgda2ag,16204,5349,38395,tubes/2_videoSRC008_patch1750_ref_lvl1_qp41_lvl3_qp45_lvl4_qp49_lvl5.mp4,1643193018,0,1,False,0,observer32973,423,videoSRC008_patch1750,
6,796724,uxgda2ag,16206,5349,38402,tubes/2_videoSRC008_patch1750_ref_lvl1_qp45_lvl4_qp49_lvl5_qp55_lvl6_reversed.mp4,1643193025,0,0,True,1,observer32973,423,videoSRC008_patch1750,
7,796725,uxgda2ag,16208,5349,38391,tubes/2_videoSRC008_patch1750_ref_lvl1_qp33_lvl2_qp45_lvl4_qp55_lvl6.mp4,1643193032,0,0,False,0,observer32973,423,videoSRC008_patch1750,
8,796726,uxgda2ag,16207,5349,38390,tubes/2_videoSRC008_patch1750_ref_lvl1_qp33_lvl2_qp45_lvl4_qp49_lvl5_reversed.mp4,1643193040,1,0,True,0,observer32973,423,videoSRC008_patch1750,
9,796737,uxgda2ag,16205,5349,38388,tubes/2_videoSRC008_patch1750_ref_lvl1_qp33_lvl2_qp41_lvl3_qp55_lvl6_reversed.mp4,1643193364,1,1,True,0,observer32973,423,videoSRC008_patch1750,
10,796740,uxgda2ag,16216,5351,38439,tubes/5_videoSRC036_patch1064_qp29_lvl2_qp45_lvl4_qp49_lvl5_qp55_lvl6.mp4,1643193372,1,0,False,1,observer32973,423,videoSRC036_patch1064,
11,796743,uxgda2ag,16215,5351,38446,tubes/5_videoSRC036_patch1064_ref_lvl1_qp29_lvl2_qp41_lvl3_qp49_lvl5_reversed.mp4,1643193379,0,0,True,1,observer32973,423,videoSRC036_patch1064,
12,796745,uxgda2ag,16218,5351,38462,tubes/5_videoSRC036_patch1064_ref_lvl1_qp45_lvl4_qp49_lvl5_qp55_lvl6_reversed.mp4,1643193387,0,0,True,1,observer32973,423,videoSRC036_patch1064,
13,796747,uxgda2ag,16217,5351,38447,tubes/5_videoSRC036_patch1064_ref_lvl1_qp29_lvl2_qp41_lvl3_qp55_lvl6.mp4,1643193394,1,0,False,1,observer32973,423,videoSRC036_patch1064,
14,796750,uxgda2ag,16214,5351,38435,tubes/5_videoSRC036_patch1064_qp29_lvl2_qp41_lvl3_qp45_lvl4_qp55_lvl6.mp4,1643193401,1,0,False,1,observer32973,423,videoSRC036_patch1064,
15,796754,uxgda2ag,16228,5353,38508,tubes/5_videoSRC037_patch833_ref_lvl1_qp27_lvl2_qp39_lvl3_qp53_lvl6_reversed.mp4,1643193416,0,1,True,1,observer32973,423,videoSRC037_patch833,
16,796757,uxgda2ag,16225,5353,38498,tubes/5_videoSRC037_patch833_qp27_lvl2_qp39_lvl3_qp49_lvl5_qp53_lvl6_reversed.mp4,1643193424,1,0,True,0,observer32973,423,videoSRC037_patch833,
17,796759,uxgda2ag,16226,5353,38503,tubes/5_videoSRC037_patch833_ref_lvl1_qp27_lvl2_qp39_lvl3_qp45_lvl4.mp4,1643193431,1,0,False,1,observer32973,423,videoSRC037_patch833,
18,796762,uxgda2ag,16227,5353,38522,tubes/5_videoSRC037_patch833_ref_lvl1_qp45_lvl4_qp49_lvl5_qp53_lvl6_reversed.mp4,1643193438,0,0,True,1,observer32973,423,videoSRC037_patch833,
19,796766,uxgda2ag,16224,5353,38519,tubes/5_videoSRC037_patch833_ref_lvl1_qp39_lvl3_qp49_lvl5_qp53_lvl6.mp4,1643193446,0,0,False,0,observer32973,423,videoSRC037_patch833,
20,796771,uxgda2ag,16190,5346,38296,tubes/23_videoSRC007_patch1722_ref_lvl1_qp33_lvl2_qp43_lvl3_qp51_lvl5_reversed.mp4,1643193461,0,1,True,1,observer32973,423,videoSRC007_patch1722,
21,796777,uxgda2ag,16189,5346,38294,tubes/23_videoSRC007_patch1722_ref_lvl1_qp33_lvl2_qp43_lvl3_qp47_lvl4_reversed.mp4,1643193469,1,0,True,0,observer32973,423,videoSRC007_patch1722,
22,796782,uxgda2ag,16191,5346,38300,tubes/23_videoSRC007_patch1722_ref_lvl1_qp33_lvl2_qp47_lvl4_qp51_lvl5_reversed.mp4,1643193476,1,0,True,0,observer32973,423,videoSRC007_patch1722,
23,796786,uxgda2ag,16193,5346,38290,tubes/23_videoSRC007_patch1722_qp33_lvl2_qp47_lvl4_qp51_lvl5_qp55_lvl6_reversed.mp4,1643193483,1,0,True,0,observer32973,423,videoSRC007_patch1722,
24,796789,uxgda2ag,16192,5346,38305,tubes/23_videoSRC007_patch1722_ref_lvl1_qp43_lvl3_qp47_lvl4_qp51_lvl5.mp4,1643193491,1,0,False,1,observer32973,423,videoSRC007_patch1722,
25,796792,uxgda2ag,16202,5348,38345,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp41_lvl3_qp47_lvl4_qp55_lvl6.mp4,1643193498,1,0,False,1,observer32973,423,videoSRC008_patch3633,
26,796796,uxgda2ag,16200,5348,38372,tubes/29_videoSRC008_patch3633_ref_lvl1_qp47_lvl4_qp51_lvl5_qp55_lvl6_reversed.mp4,1643193506,1,0,True,0,observer32973,423,videoSRC008_patch3633,
27,796801,uxgda2ag,16201,5348,38362,tubes/29_videoSRC008_patch3633_ref_lvl1_qp21_lvl2_qp47_lvl4_qp55_lvl6_reversed.mp4,1643193513,1,0,True,0,observer32973,423,videoSRC008_patch3633,
28,796806,uxgda2ag,16203,5348,38347,tubes/29_videoSRC008_patch3633_qp21_lvl2_qp41_lvl3_qp51_lvl5_qp55_lvl6.mp4,1643193521,0,0,False,0,observer32973,423,videoSRC008_patch3633,
29,796811,uxgda2ag,16199,5348,38358,tubes/29_videoSRC008_patch3633_ref_lvl1_qp21_lvl2_qp41_lvl3_qp55_lvl6_reversed.mp4,1643193528,0,0,True,1,observer32973,423,videoSRC008_patch3633,
30,796816,uxgda2ag,16210,5350,38415,tubes/5_videoSRC019_patch2394_ref_lvl1_qp23_lvl2_qp35_lvl3_qp43_lvl5.mp4,1643193536,1,0,False,1,observer32973,423,videoSRC019_patch2394,
31,796819,uxgda2ag,16209,5350,38412,tubes/5_videoSRC019_patch2394_qp35_lvl3_qp41_lvl4_qp43_lvl5_qp47_lvl6_reversed.mp4,1643193543,0,0,True,1,observer32973,423,videoSRC019_patch2394,
32,796825,uxgda2ag,16213,5350,38426,tubes/5_videoSRC019_patch2394_ref_lvl1_qp35_lvl3_qp41_lvl4_qp43_lvl5_reversed.mp4,1643193551,0,0,True,1,observer32973,423,videoSRC019_patch2394,
33,796830,uxgda2ag,16211,5350,38408,tubes/5_videoSRC019_patch2394_qp23_lvl2_qp35_lvl3_qp43_lvl5_qp47_lvl6_reversed.mp4,1643193560,1,0,True,0,observer32973,423,videoSRC019_patch2394,
34,796836,uxgda2ag,16212,5350,38428,tubes/5_videoSRC019_patch2394_ref_lvl1_qp35_lvl3_qp41_lvl4_qp47_lvl6_reversed.mp4,1643193567,0,0,True,1,observer32973,423,videoSRC019_patch2394,
35,796844,uxgda2ag,16194,5347,38315,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp39_lvl3_qp47_lvl4_qp55_lvl6.mp4,1643193583,0,1,False,0,observer32973,423,videoSRC013_patch4403,
36,796849,uxgda2ag,16198,5347,38331,tubes/23_videoSRC013_patch4403_ref_lvl1_qp31_lvl2_qp47_lvl4_qp55_lvl6.mp4,1643193590,1,0,False,1,observer32973,423,videoSRC013_patch4403,
37,796855,uxgda2ag,16197,5347,38341,tubes/23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_qp51_lvl5_qp55_lvl6.mp4,1643193598,0,0,False,0,observer32973,423,videoSRC013_patch4403,
38,796860,uxgda2ag,16195,5347,38322,tubes/23_videoSRC013_patch4403_qp39_lvl3_qp47_lvl4_qp51_lvl5_qp55_lvl6_reversed.mp4,1643193606,0,0,True,1,observer32973,423,videoSRC013_patch4403,
39,796865,uxgda2ag,16196,5347,38319,tubes/23_videoSRC013_patch4403_qp31_lvl2_qp47_lvl4_qp51_lvl5_qp55_lvl6.mp4,1643193614,1,0,False,1,observer32973,423,videoSRC013_patch4403,
0,796727,7lwi4xhr,16222,5352,38472,tubes/5_videoSRC036_patch2646_qp43_lvl3_qp47_lvl4_qp53_lvl5_qp55_lvl6_reversed.mp4,1643193271,0,1,True,1,observer32975,423,videoSRC036_patch2646,
