,rating_id,token,stimuli_id,source_id,media_a_id,source_a,created_at,source_name_vote,nb_replay,reversed,source_position_vote,observer_id,playlist_id,src_name,src_name_bis
1,800250,l437kntd,16759,5514,43325,tubes/2_videoSRC008_patch1750_23_videoSRC013_patch4403_ref_lvl1_qp41_lvl3_ref_lvl1_qp51_lvl5.mp4,1643382435,0,0,False,0,observer33073,435,videoSRC008_patch1750,videoSRC013_patch4403
37,800371,l437kntd,16769,5528,43637,tubes/5_videoSRC037_patch833_23_videoSRC013_patch4403_ref_lvl1_qp45_lvl4_ref_lvl1_qp51_lvl5.mp4,1643382818,1,0,False,1,observer33073,435,videoSRC037_patch833,videoSRC013_patch4403
43,800386,l437kntd,16790,5517,43392,tubes/29_videoSRC008_patch3633_23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_ref_lvl1_qp51_lvl5_reversed.mp4,1643382867,1,0,True,0,observer33073,435,videoSRC008_patch3633,videoSRC013_patch4403
44,800387,l437kntd,16801,5525,43598,tubes/5_videoSRC019_patch2394_23_videoSRC013_patch4403_ref_lvl1_qp43_lvl5_ref_lvl1_qp55_lvl6_reversed.mp4,1643382874,0,0,True,1,observer33073,435,videoSRC019_patch2394,videoSRC013_patch4403
45,800388,l437kntd,16789,5525,43593,tubes/5_videoSRC019_patch2394_23_videoSRC013_patch4403_ref_lvl1_qp35_lvl3_ref_lvl1_qp47_lvl4.mp4,1643382881,1,0,False,1,observer33073,435,videoSRC019_patch2394,videoSRC013_patch4403
48,800395,l437kntd,16776,5527,43617,tubes/5_videoSRC036_patch2646_23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_ref_lvl1_qp47_lvl4.mp4,1643382905,1,0,False,1,observer33073,435,videoSRC036_patch2646,videoSRC013_patch4403
49,800398,l437kntd,16804,5527,43621,tubes/5_videoSRC036_patch2646_23_videoSRC013_patch4403_ref_lvl1_qp55_lvl6_ref_lvl1_qp55_lvl6.mp4,1643382912,0,0,False,0,observer33073,435,videoSRC036_patch2646,videoSRC013_patch4403
5,800253,1mttakno,16721,5525,43596,tubes/5_videoSRC019_patch2394_23_videoSRC013_patch4403_ref_lvl1_qp41_lvl4_ref_lvl1_qp51_lvl5_reversed.mp4,1643382449,0,0,True,1,observer33076,434,videoSRC019_patch2394,videoSRC013_patch4403
6,800257,1mttakno,16723,5525,43601,tubes/5_videoSRC019_patch2394_29_videoSRC008_patch3633_ref_lvl1_qp47_lvl6_ref_lvl1_qp51_lvl5.mp4,1643382465,1,1,False,1,observer33076,434,videoSRC019_patch2394,videoSRC008_patch3633
7,800259,1mttakno,16739,5528,43640,tubes/5_videoSRC037_patch833_29_videoSRC008_patch3633_ref_lvl1_qp27_lvl2_ref_lvl1_qp21_lvl2_reversed.mp4,1643382472,1,0,True,0,observer33076,434,videoSRC037_patch833,videoSRC008_patch3633
8,800262,1mttakno,16746,5528,43635,tubes/5_videoSRC037_patch833_23_videoSRC007_patch1722_ref_lvl1_qp45_lvl4_ref_lvl1_qp55_lvl6.mp4,1643382479,1,0,False,1,observer33076,434,videoSRC037_patch833,videoSRC007_patch1722
13,800279,1mttakno,16743,5514,43342,tubes/2_videoSRC008_patch1750_5_videoSRC037_patch833_ref_lvl1_qp49_lvl5_ref_lvl1_qp49_lvl5_reversed.mp4,1643382533,0,0,True,1,observer33076,434,videoSRC008_patch1750,videoSRC037_patch833
14,800282,1mttakno,16711,5514,43344,tubes/2_videoSRC008_patch1750_5_videoSRC037_patch833_ref_lvl1_qp55_lvl6_ref_lvl1_qp53_lvl6_reversed.mp4,1643382540,0,0,True,1,observer33076,434,videoSRC008_patch1750,videoSRC037_patch833
15,800285,1mttakno,16750,5514,43330,tubes/2_videoSRC008_patch1750_29_videoSRC008_patch3633_ref_lvl1_qp49_lvl5_ref_lvl1_qp51_lvl5_reversed.mp4,1643382548,0,0,True,1,observer33076,434,videoSRC008_patch1750,videoSRC008_patch3633
16,800287,1mttakno,16755,5514,43328,tubes/2_videoSRC008_patch1750_23_videoSRC013_patch4403_ref_lvl1_qp45_lvl4_ref_lvl1_qp55_lvl6_reversed.mp4,1643382555,1,0,True,0,observer33076,434,videoSRC008_patch1750,videoSRC013_patch4403
17,800289,1mttakno,16712,5514,43338,tubes/2_videoSRC008_patch1750_5_videoSRC036_patch1064_ref_lvl1_qp45_lvl4_ref_lvl1_qp55_lvl6_reversed.mp4,1643382562,0,0,True,1,observer33076,434,videoSRC008_patch1750,videoSRC036_patch1064
38,800347,1mttakno,16729,5527,43629,tubes/5_videoSRC036_patch2646_5_videoSRC037_patch833_ref_lvl1_qp53_lvl5_ref_lvl1_qp45_lvl4.mp4,1643382749,0,0,False,0,observer33076,434,videoSRC036_patch2646,videoSRC037_patch833
39,800350,1mttakno,16713,5527,43623,tubes/5_videoSRC036_patch2646_29_videoSRC008_patch3633_ref_lvl1_qp53_lvl5_ref_lvl1_qp47_lvl4.mp4,1643382756,0,0,False,0,observer33076,434,videoSRC036_patch2646,videoSRC008_patch3633
42,800358,1mttakno,16745,5531,43697,tubes/23_videoSRC007_patch1722_29_videoSRC008_patch3633_ref_lvl1_qp33_lvl2_ref_lvl1_qp21_lvl2.mp4,1643382779,1,0,False,1,observer33076,434,videoSRC007_patch1722,videoSRC008_patch3633
43,800360,1mttakno,16728,5531,43702,tubes/23_videoSRC007_patch1722_29_videoSRC008_patch3633_ref_lvl1_qp55_lvl6_ref_lvl1_qp47_lvl4_reversed.mp4,1643382786,0,0,True,1,observer33076,434,videoSRC007_patch1722,videoSRC008_patch3633
6,800407,nciw1p4e,16769,5528,43637,tubes/5_videoSRC037_patch833_23_videoSRC013_patch4403_ref_lvl1_qp45_lvl4_ref_lvl1_qp51_lvl5.mp4,1643382976,1,1,False,1,observer33077,435,videoSRC037_patch833,videoSRC013_patch4403
7,800408,nciw1p4e,16801,5525,43598,tubes/5_videoSRC019_patch2394_23_videoSRC013_patch4403_ref_lvl1_qp43_lvl5_ref_lvl1_qp55_lvl6_reversed.mp4,1643382983,1,0,True,0,observer33077,435,videoSRC019_patch2394,videoSRC013_patch4403
8,800409,nciw1p4e,16789,5525,43594,tubes/5_videoSRC019_patch2394_23_videoSRC013_patch4403_ref_lvl1_qp35_lvl3_ref_lvl1_qp47_lvl4_reversed.mp4,1643383003,1,1,True,0,observer33077,435,videoSRC019_patch2394,videoSRC013_patch4403
15,800421,nciw1p4e,16782,5531,43699,tubes/23_videoSRC007_patch1722_29_videoSRC008_patch3633_ref_lvl1_qp43_lvl3_ref_lvl1_qp41_lvl3.mp4,1643383062,0,1,False,0,observer33077,435,videoSRC007_patch1722,videoSRC008_patch3633
21,800434,nciw1p4e,16790,5517,43392,tubes/29_videoSRC008_patch3633_23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_ref_lvl1_qp51_lvl5_reversed.mp4,1643383159,0,1,True,1,observer33077,435,videoSRC008_patch3633,videoSRC013_patch4403
28,800441,nciw1p4e,16804,5527,43622,tubes/5_videoSRC036_patch2646_23_videoSRC013_patch4403_ref_lvl1_qp55_lvl6_ref_lvl1_qp55_lvl6_reversed.mp4,1643383226,0,0,True,1,observer33077,435,videoSRC036_patch2646,videoSRC013_patch4403
29,800442,nciw1p4e,16776,5527,43617,tubes/5_videoSRC036_patch2646_23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_ref_lvl1_qp47_lvl4.mp4,1643383234,1,0,False,1,observer33077,435,videoSRC036_patch2646,videoSRC013_patch4403
30,800443,nciw1p4e,16759,5514,43325,tubes/2_videoSRC008_patch1750_23_videoSRC013_patch4403_ref_lvl1_qp41_lvl3_ref_lvl1_qp51_lvl5.mp4,1643383241,0,0,False,0,observer33077,435,videoSRC008_patch1750,videoSRC013_patch4403
11,800474,jk66huiz,16849,5527,43625,tubes/5_videoSRC036_patch2646_5_videoSRC019_patch2394_ref_lvl1_qp53_lvl5_ref_lvl1_qp43_lvl5.mp4,1643383647,0,0,False,0,observer33078,436,videoSRC036_patch2646,videoSRC019_patch2394
12,800475,jk66huiz,16856,5527,43620,tubes/5_videoSRC036_patch2646_23_videoSRC013_patch4403_ref_lvl1_qp53_lvl5_ref_lvl1_qp51_lvl5_reversed.mp4,1643383654,0,0,True,1,observer33078,436,videoSRC036_patch2646,videoSRC013_patch4403
21,800484,jk66huiz,16844,5526,43604,tubes/5_videoSRC036_patch1064_23_videoSRC007_patch1722_ref_lvl1_qp45_lvl4_ref_lvl1_qp47_lvl4_reversed.mp4,1643383736,1,1,True,0,observer33078,436,videoSRC036_patch1064,videoSRC007_patch1722
22,800485,jk66huiz,16820,5526,43608,tubes/5_videoSRC036_patch1064_23_videoSRC013_patch4403_ref_lvl1_qp55_lvl6_ref_lvl1_qp55_lvl6_reversed.mp4,1643383751,1,1,True,0,observer33078,436,videoSRC036_patch1064,videoSRC013_patch4403
23,800486,jk66huiz,16822,5526,43609,tubes/5_videoSRC036_patch1064_5_videoSRC019_patch2394_ref_lvl1_qp29_lvl2_ref_lvl1_qp23_lvl2.mp4,1643383759,0,0,False,0,observer33078,436,videoSRC036_patch1064,videoSRC019_patch2394
29,800492,jk66huiz,16834,5528,43633,tubes/5_videoSRC037_patch833_23_videoSRC007_patch1722_ref_lvl1_qp39_lvl3_ref_lvl1_qp43_lvl3.mp4,1643383803,1,0,False,1,observer33078,436,videoSRC037_patch833,videoSRC007_patch1722
30,800494,jk66huiz,16845,5528,43632,tubes/5_videoSRC037_patch833_23_videoSRC007_patch1722_ref_lvl1_qp27_lvl2_ref_lvl1_qp33_lvl2_reversed.mp4,1643383818,1,1,True,0,observer33078,436,videoSRC037_patch833,videoSRC007_patch1722
31,800497,jk66huiz,16846,5528,43646,tubes/5_videoSRC037_patch833_5_videoSRC019_patch2394_ref_lvl1_qp45_lvl4_ref_lvl1_qp41_lvl4_reversed.mp4,1643383833,0,1,True,1,observer33078,436,videoSRC037_patch833,videoSRC019_patch2394
32,800499,jk66huiz,16852,5528,43643,tubes/5_videoSRC037_patch833_29_videoSRC008_patch3633_ref_lvl1_qp49_lvl5_ref_lvl1_qp51_lvl5.mp4,1643383841,1,0,False,1,observer33078,436,videoSRC037_patch833,videoSRC008_patch3633
36,800507,jk66huiz,16811,5531,43695,tubes/23_videoSRC007_patch1722_23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_ref_lvl1_qp47_lvl4.mp4,1643383885,0,0,False,0,observer33078,436,videoSRC007_patch1722,videoSRC013_patch4403
37,800509,jk66huiz,16833,5531,43704,tubes/23_videoSRC007_patch1722_5_videoSRC019_patch2394_ref_lvl1_qp55_lvl6_ref_lvl1_qp43_lvl5_reversed.mp4,1643383892,0,0,True,1,observer33078,436,videoSRC007_patch1722,videoSRC019_patch2394
41,800517,jk66huiz,16821,5525,43599,tubes/5_videoSRC019_patch2394_29_videoSRC008_patch3633_ref_lvl1_qp35_lvl3_ref_lvl1_qp41_lvl3.mp4,1643383923,1,0,False,1,observer33078,436,videoSRC019_patch2394,videoSRC008_patch3633
44,800523,jk66huiz,16814,5514,43323,tubes/2_videoSRC008_patch1750_23_videoSRC013_patch4403_ref_lvl1_qp33_lvl2_ref_lvl1_qp31_lvl2.mp4,1643383945,1,0,False,1,observer33078,436,videoSRC008_patch1750,videoSRC013_patch4403
45,800525,jk66huiz,16830,5514,43334,tubes/2_videoSRC008_patch1750_5_videoSRC019_patch2394_ref_lvl1_qp49_lvl5_ref_lvl1_qp47_lvl6_reversed.mp4,1643383952,0,0,True,1,observer33078,436,videoSRC008_patch1750,videoSRC019_patch2394
0,800493,9wjsil7b,16755,5514,43327,tubes/2_videoSRC008_patch1750_23_videoSRC013_patch4403_ref_lvl1_qp45_lvl4_ref_lvl1_qp55_lvl6.mp4,1643383814,1,0,False,1,observer33079,434,videoSRC008_patch1750,videoSRC013_patch4403
1,800495,9wjsil7b,16712,5514,43337,tubes/2_videoSRC008_patch1750_5_videoSRC036_patch1064_ref_lvl1_qp45_lvl4_ref_lvl1_qp55_lvl6.mp4,1643383823,1,0,False,1,observer33079,434,videoSRC008_patch1750,videoSRC036_patch1064
2,800496,9wjsil7b,16743,5514,43341,tubes/2_videoSRC008_patch1750_5_videoSRC037_patch833_ref_lvl1_qp49_lvl5_ref_lvl1_qp49_lvl5.mp4,1643383831,0,0,False,0,observer33079,434,videoSRC008_patch1750,videoSRC037_patch833
3,800498,9wjsil7b,16711,5514,43344,tubes/2_videoSRC008_patch1750_5_videoSRC037_patch833_ref_lvl1_qp55_lvl6_ref_lvl1_qp53_lvl6_reversed.mp4,1643383838,0,0,True,1,observer33079,434,videoSRC008_patch1750,videoSRC037_patch833
4,800501,9wjsil7b,16750,5514,43330,tubes/2_videoSRC008_patch1750_29_videoSRC008_patch3633_ref_lvl1_qp49_lvl5_ref_lvl1_qp51_lvl5_reversed.mp4,1643383853,0,1,True,1,observer33079,434,videoSRC008_patch1750,videoSRC008_patch3633
5,800502,9wjsil7b,16746,5528,43636,tubes/5_videoSRC037_patch833_23_videoSRC007_patch1722_ref_lvl1_qp45_lvl4_ref_lvl1_qp55_lvl6_reversed.mp4,1643383860,1,0,True,0,observer33079,434,videoSRC037_patch833,videoSRC007_patch1722
6,800504,9wjsil7b,16739,5528,43639,tubes/5_videoSRC037_patch833_29_videoSRC008_patch3633_ref_lvl1_qp27_lvl2_ref_lvl1_qp21_lvl2.mp4,1643383875,1,1,False,1,observer33079,434,videoSRC037_patch833,videoSRC008_patch3633
20,800532,9wjsil7b,16728,5531,43701,tubes/23_videoSRC007_patch1722_29_videoSRC008_patch3633_ref_lvl1_qp55_lvl6_ref_lvl1_qp47_lvl4.mp4,1643383983,0,0,False,0,observer33079,434,videoSRC007_patch1722,videoSRC008_patch3633
21,800534,9wjsil7b,16745,5531,43698,tubes/23_videoSRC007_patch1722_29_videoSRC008_patch3633_ref_lvl1_qp33_lvl2_ref_lvl1_qp21_lvl2_reversed.mp4,1643383991,0,0,True,1,observer33079,434,videoSRC007_patch1722,videoSRC008_patch3633
22,800535,9wjsil7b,16729,5527,43630,tubes/5_videoSRC036_patch2646_5_videoSRC037_patch833_ref_lvl1_qp53_lvl5_ref_lvl1_qp45_lvl4_reversed.mp4,1643383998,0,0,True,1,observer33079,434,videoSRC036_patch2646,videoSRC037_patch833
23,800536,9wjsil7b,16713,5527,43623,tubes/5_videoSRC036_patch2646_29_videoSRC008_patch3633_ref_lvl1_qp53_lvl5_ref_lvl1_qp47_lvl4.mp4,1643384006,0,0,False,0,observer33079,434,videoSRC036_patch2646,videoSRC008_patch3633
39,800552,9wjsil7b,16723,5525,43601,tubes/5_videoSRC019_patch2394_29_videoSRC008_patch3633_ref_lvl1_qp47_lvl6_ref_lvl1_qp51_lvl5.mp4,1643384121,1,0,False,1,observer33079,434,videoSRC019_patch2394,videoSRC008_patch3633
40,800553,9wjsil7b,16721,5525,43596,tubes/5_videoSRC019_patch2394_23_videoSRC013_patch4403_ref_lvl1_qp41_lvl4_ref_lvl1_qp51_lvl5_reversed.mp4,1643384129,1,0,True,0,observer33079,434,videoSRC019_patch2394,videoSRC013_patch4403
0,800563,poxfzpe9,16833,5531,43704,tubes/23_videoSRC007_patch1722_5_videoSRC019_patch2394_ref_lvl1_qp55_lvl6_ref_lvl1_qp43_lvl5_reversed.mp4,1643384360,0,0,True,1,observer33080,436,videoSRC007_patch1722,videoSRC019_patch2394
1,800564,poxfzpe9,16811,5531,43696,tubes/23_videoSRC007_patch1722_23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_ref_lvl1_qp47_lvl4_reversed.mp4,1643384368,0,0,True,1,observer33080,436,videoSRC007_patch1722,videoSRC013_patch4403
14,800577,poxfzpe9,16856,5527,43620,tubes/5_videoSRC036_patch2646_23_videoSRC013_patch4403_ref_lvl1_qp53_lvl5_ref_lvl1_qp51_lvl5_reversed.mp4,1643384547,0,1,True,1,observer33080,436,videoSRC036_patch2646,videoSRC013_patch4403
15,800578,poxfzpe9,16849,5527,43625,tubes/5_videoSRC036_patch2646_5_videoSRC019_patch2394_ref_lvl1_qp53_lvl5_ref_lvl1_qp43_lvl5.mp4,1643384557,0,0,False,0,observer33080,436,videoSRC036_patch2646,videoSRC019_patch2394
16,800579,poxfzpe9,16820,5526,43607,tubes/5_videoSRC036_patch1064_23_videoSRC013_patch4403_ref_lvl1_qp55_lvl6_ref_lvl1_qp55_lvl6.mp4,1643384564,0,0,False,0,observer33080,436,videoSRC036_patch1064,videoSRC013_patch4403
17,800580,poxfzpe9,16844,5526,43604,tubes/5_videoSRC036_patch1064_23_videoSRC007_patch1722_ref_lvl1_qp45_lvl4_ref_lvl1_qp47_lvl4_reversed.mp4,1643384572,0,0,True,1,observer33080,436,videoSRC036_patch1064,videoSRC007_patch1722
18,800581,poxfzpe9,16822,5526,43610,tubes/5_videoSRC036_patch1064_5_videoSRC019_patch2394_ref_lvl1_qp29_lvl2_ref_lvl1_qp23_lvl2_reversed.mp4,1643384590,1,1,True,0,observer33080,436,videoSRC036_patch1064,videoSRC019_patch2394
30,800593,poxfzpe9,16814,5514,43324,tubes/2_videoSRC008_patch1750_23_videoSRC013_patch4403_ref_lvl1_qp33_lvl2_ref_lvl1_qp31_lvl2_reversed.mp4,1643384698,1,0,True,0,observer33080,436,videoSRC008_patch1750,videoSRC013_patch4403
31,800594,poxfzpe9,16830,5514,43333,tubes/2_videoSRC008_patch1750_5_videoSRC019_patch2394_ref_lvl1_qp49_lvl5_ref_lvl1_qp47_lvl6.mp4,1643384705,1,0,False,1,observer33080,436,videoSRC008_patch1750,videoSRC019_patch2394
45,800608,poxfzpe9,16852,5528,43643,tubes/5_videoSRC037_patch833_29_videoSRC008_patch3633_ref_lvl1_qp49_lvl5_ref_lvl1_qp51_lvl5.mp4,1643384833,1,0,False,1,observer33080,436,videoSRC037_patch833,videoSRC008_patch3633
46,800609,poxfzpe9,16846,5528,43646,tubes/5_videoSRC037_patch833_5_videoSRC019_patch2394_ref_lvl1_qp45_lvl4_ref_lvl1_qp41_lvl4_reversed.mp4,1643384840,1,0,True,0,observer33080,436,videoSRC037_patch833,videoSRC019_patch2394
47,800610,poxfzpe9,16845,5528,43632,tubes/5_videoSRC037_patch833_23_videoSRC007_patch1722_ref_lvl1_qp27_lvl2_ref_lvl1_qp33_lvl2_reversed.mp4,1643384848,0,0,True,1,observer33080,436,videoSRC037_patch833,videoSRC007_patch1722
48,800611,poxfzpe9,16834,5528,43633,tubes/5_videoSRC037_patch833_23_videoSRC007_patch1722_ref_lvl1_qp39_lvl3_ref_lvl1_qp43_lvl3.mp4,1643384856,1,0,False,1,observer33080,436,videoSRC037_patch833,videoSRC007_patch1722
49,800612,poxfzpe9,16821,5525,43600,tubes/5_videoSRC019_patch2394_29_videoSRC008_patch3633_ref_lvl1_qp35_lvl3_ref_lvl1_qp41_lvl3_reversed.mp4,1643384863,0,0,True,1,observer33080,436,videoSRC019_patch2394,videoSRC008_patch3633
7,800891,hcwfvs7v,16702,5526,43605,tubes/5_videoSRC036_patch1064_23_videoSRC007_patch1722_ref_lvl1_qp49_lvl5_ref_lvl1_qp51_lvl5.mp4,1643388557,0,1,False,0,observer33089,433,videoSRC036_patch1064,videoSRC007_patch1722
34,800937,hcwfvs7v,16693,5514,43331,tubes/2_videoSRC008_patch1750_5_videoSRC019_patch2394_ref_lvl1_qp41_lvl3_ref_lvl1_qp41_lvl4.mp4,1643388763,1,0,False,1,observer33089,433,videoSRC008_patch1750,videoSRC019_patch2394
35,800939,hcwfvs7v,16701,5514,43340,tubes/2_videoSRC008_patch1750_5_videoSRC036_patch2646_ref_lvl1_qp45_lvl4_ref_lvl1_qp55_lvl6_reversed.mp4,1643388771,1,0,True,0,observer33089,433,videoSRC008_patch1750,videoSRC036_patch2646
36,800940,hcwfvs7v,16699,5514,43336,tubes/2_videoSRC008_patch1750_5_videoSRC036_patch1064_ref_lvl1_qp33_lvl2_ref_lvl1_qp29_lvl2_reversed.mp4,1643388778,0,0,True,1,observer33089,433,videoSRC008_patch1750,videoSRC036_patch1064
37,800941,hcwfvs7v,16680,5531,43693,tubes/23_videoSRC007_patch1722_23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_ref_lvl1_qp39_lvl3.mp4,1643388786,0,0,False,0,observer33089,433,videoSRC007_patch1722,videoSRC013_patch4403
38,800942,hcwfvs7v,16659,5527,43616,tubes/5_videoSRC036_patch2646_23_videoSRC013_patch4403_ref_lvl1_qp47_lvl4_ref_lvl1_qp39_lvl3_reversed.mp4,1643388793,0,0,True,1,observer33089,433,videoSRC036_patch2646,videoSRC013_patch4403
39,800943,hcwfvs7v,16683,5527,43611,tubes/5_videoSRC036_patch2646_23_videoSRC007_patch1722_ref_lvl1_qp47_lvl4_ref_lvl1_qp47_lvl4.mp4,1643388801,0,0,False,0,observer33089,433,videoSRC036_patch2646,videoSRC007_patch1722
40,800944,hcwfvs7v,16674,5527,43613,tubes/5_videoSRC036_patch2646_23_videoSRC007_patch1722_ref_lvl1_qp53_lvl5_ref_lvl1_qp55_lvl6.mp4,1643388809,1,0,False,1,observer33089,433,videoSRC036_patch2646,videoSRC007_patch1722
41,800945,hcwfvs7v,16667,5527,43628,tubes/5_videoSRC036_patch2646_5_videoSRC036_patch1064_ref_lvl1_qp55_lvl6_ref_lvl1_qp55_lvl6_reversed.mp4,1643388816,1,0,True,0,observer33089,433,videoSRC036_patch2646,videoSRC036_patch1064
42,800946,hcwfvs7v,16675,5528,43641,tubes/5_videoSRC037_patch833_29_videoSRC008_patch3633_ref_lvl1_qp45_lvl4_ref_lvl1_qp47_lvl4.mp4,1643388823,1,0,False,1,observer33089,433,videoSRC037_patch833,videoSRC008_patch3633
